Wave (nm),7-Aug,4-Sep-05
1808,0.00109,0.00163
1809,9.71E-04,0.00152
1810,8.67E-04,0.00141
1811,7.77E-04,0.00131
1812,6.84E-04,0.00122
1813,6.04E-04,0.00112
1814,5.38E-04,0.00102
1815,4.74E-04,9.30E-04
1816,3.99E-04,8.59E-04
1817,3.22E-04,7.81E-04
1818,2.78E-04,7.00E-04
1819,2.50E-04,6.21E-04
1820,2.27E-04,5.46E-04
1821,1.93E-04,4.76E-04
1822,1.49E-04,4.41E-04
1823,1.14E-04,4.08E-04
1824,9.55E-05,3.69E-04
1825,8.69E-05,3.41E-04
1826,8.49E-05,3.10E-04
1827,8.78E-05,2.67E-04
1828,9.05E-05,2.19E-04
1829,8.54E-05,1.52E-04
1830,7.95E-05,8.21E-05
1831,4.26E-05,4.28E-05
1832,7.28E-06,2.28E-05
1833,7.71E-06,2.09E-05
1834,9.46E-06,5.09E-05
1835,2.76E-05,7.34E-05
1836,4.22E-05,6.66E-05
1837,6.16E-05,9.29E-05
1838,7.84E-05,9.64E-05
1839,9.48E-05,7.73E-05
1840,7.39E-05,5.27E-05
1841,3.47E-05,4.33E-05
1842,1.82E-05,3.93E-05
1843,3.67E-06,2.47E-05
1844,1.98E-06,2.08E-05
1845,2.67E-06,4.48E-05
1846,3.09E-05,7.06E-05
1847,2.02E-05,7.68E-05
1848,7.46E-06,7.25E-05
1849,8.02E-06,5.08E-05
1850,9.60E-06,5.44E-05
1851,1.41E-05,7.67E-05
1852,2.85E-05,6.72E-05
1853,6.30E-05,5.31E-05
1854,7.24E-05,4.27E-05
1855,8.48E-05,5.05E-05
1856,7.08E-05,7.23E-05
1857,5.57E-05,9.25E-05
1858,3.85E-05,7.29E-05
1859,1.41E-05,4.90E-05
1860,4.33E-06,5.11E-05
1861,1.94E-05,4.79E-05
1862,3.25E-05,5.07E-05
1863,3.76E-05,3.79E-05
1864,4.84E-05,3.48E-05
1865,3.83E-05,7.69E-06
1866,2.87E-05,0
1867,1.24E-05,0
1868,1.95E-06,2.15E-05
1869,0,4.68E-05
1870,6.23E-06,4.35E-05
1871,2.26E-05,4.31E-05
1872,4.46E-05,3.94E-05
1873,6.71E-05,5.65E-05
1874,6.23E-05,1.83E-05
1875,5.62E-05,2.65E-06
1876,4.33E-05,1.04E-05
1877,2.62E-05,4.15E-05
1878,2.90E-05,6.16E-05
1879,5.04E-05,5.32E-05
1880,6.88E-05,5.93E-05
1881,5.44E-05,8.18E-05
1882,4.13E-05,1.03E-04
1883,4.11E-05,1.06E-04
1884,4.10E-05,1.08E-04
1885,2.64E-05,1.09E-04
1886,1.34E-05,1.12E-04
1887,2.88E-05,1.15E-04
1888,5.42E-05,1.19E-04
1889,6.48E-05,1.21E-04
1890,4.47E-05,1.29E-04
1891,3.52E-05,1.39E-04
1892,3.74E-05,1.55E-04
1893,3.96E-05,1.72E-04
1894,3.37E-05,1.59E-04
1895,2.59E-05,1.42E-04
1896,2.06E-05,1.25E-04
1897,2.55E-05,1.07E-04
1898,3.42E-05,9.00E-05
1899,4.09E-05,8.11E-05
1900,4.58E-05,7.66E-05
1901,4.05E-05,8.92E-05
1902,4.06E-05,1.13E-04
1903,2.99E-05,1.01E-04
1904,2.00E-05,8.87E-05
1905,8.53E-06,9.29E-05
1906,3.79E-06,1.02E-04
1907,7.46E-07,1.02E-04
1908,3.70E-08,9.03E-05
1909,2.91E-06,7.66E-05
1910,2.13E-05,6.43E-05
1911,4.01E-05,5.44E-05
1912,2.53E-05,8.75E-05
1913,1.07E-05,1.24E-04
1914,1.57E-05,1.57E-04
1915,2.56E-05,1.86E-04
1916,4.09E-05,1.88E-04
1917,6.18E-05,1.75E-04
1918,7.11E-05,1.89E-04
1919,6.24E-05,2.36E-04
1920,5.19E-05,2.79E-04
1921,4.04E-05,3.05E-04
1922,3.19E-05,3.29E-04
1923,3.57E-05,3.32E-04
1924,4.06E-05,3.35E-04
1925,2.77E-05,3.52E-04
1926,9.27E-06,3.72E-04
1927,8.21E-06,3.92E-04
1928,2.04E-05,4.13E-04
1929,2.90E-05,4.30E-04
1930,3.61E-05,4.45E-04
1931,4.72E-05,4.58E-04
1932,5.28E-05,4.74E-04
1933,6.21E-05,4.91E-04
1934,6.05E-05,4.76E-04
1935,5.94E-05,4.59E-04
1936,5.96E-05,4.97E-04
1937,6.40E-05,5.63E-04
1938,7.53E-05,6.31E-04
1939,8.44E-05,6.81E-04
1940,8.64E-05,7.10E-04
1941,6.20E-05,7.09E-04
1942,4.06E-05,7.06E-04
1943,4.41E-05,7.01E-04
1944,5.41E-05,6.94E-04
1945,7.21E-05,6.92E-04
1946,8.79E-05,6.87E-04
1947,8.43E-05,6.84E-04
1948,7.14E-05,6.86E-04
1949,6.43E-05,6.86E-04
1950,5.67E-05,6.71E-04
1951,5.00E-05,6.51E-04
1952,7.59E-05,6.59E-04
1953,1.01E-04,6.70E-04
1954,1.20E-04,6.83E-04
1955,1.38E-04,6.92E-04
1956,1.60E-04,7.23E-04
1957,1.77E-04,7.59E-04
1958,1.94E-04,8.08E-04
1959,2.12E-04,8.64E-04
1960,2.35E-04,9.37E-04
1961,2.62E-04,0.00102
1962,2.88E-04,0.0011
1963,3.12E-04,0.00121
1964,3.37E-04,0.00133
1965,3.67E-04,0.00146
1966,3.96E-04,0.0016
1967,4.30E-04,0.00172
1968,4.64E-04,0.00183
1969,4.83E-04,0.00196
1970,5.01E-04,0.0021
1971,5.20E-04,0.00221
1972,5.39E-04,0.00233
1973,5.65E-04,0.00246
1974,6.12E-04,0.0026
1975,6.59E-04,0.00274
1976,6.98E-04,0.00284
1977,7.36E-04,0.00294
1978,7.80E-04,0.00302
1979,8.27E-04,0.0031
1980,8.62E-04,0.00316
1981,8.83E-04,0.0032
1982,8.98E-04,0.00325
1983,9.00E-04,0.00328
1984,9.12E-04,0.00333
1985,9.28E-04,0.00333
1986,9.43E-04,0.00333
1987,9.47E-04,0.00326
1988,9.50E-04,0.00318
1989,9.21E-04,0.00309
1990,8.87E-04,0.00299
1991,8.43E-04,0.00282
1992,7.96E-04,0.00261
1993,7.56E-04,0.0024
1994,7.07E-04,0.00217
1995,6.56E-04,0.00193
1996,6.07E-04,0.00171
1997,5.61E-04,0.0015
1998,5.14E-04,0.00129
1999,4.64E-04,0.00108
2000,4.25E-04,8.95E-04
2001,3.94E-04,7.29E-04
2002,3.63E-04,6.17E-04
2003,3.44E-04,5.33E-04
2004,3.39E-04,4.88E-04
2005,3.36E-04,4.55E-04
2006,3.39E-04,4.34E-04
2007,3.42E-04,4.44E-04
2008,3.48E-04,4.50E-04
2009,3.71E-04,4.75E-04
2010,4.00E-04,5.14E-04
2011,4.46E-04,5.60E-04
2012,5.01E-04,6.01E-04
2013,5.54E-04,7.09E-04
2014,6.11E-04,8.43E-04
2015,6.77E-04,9.69E-04
2016,7.38E-04,0.00112
2017,8.03E-04,0.00127
2018,8.70E-04,0.00142
2019,9.48E-04,0.0016
2020,0.00105,0.00182
2021,0.00116,0.00205
2022,0.00126,0.00227
2023,0.00138,0.00247
2024,0.00149,0.00265
2025,0.00161,0.00283
2026,0.0017,0.00299
2027,0.00179,0.00311
2028,0.00188,0.00321
2029,0.00196,0.0033
2030,0.00205,0.00339
2031,0.00211,0.00347
2032,0.00216,0.00355
2033,0.0022,0.00362
2034,0.00223,0.00368
2035,0.00224,0.00369
2036,0.00226,0.00369
2037,0.00227,0.00366
2038,0.00229,0.00361
2039,0.0023,0.00354
2040,0.0023,0.0035
2041,0.0023,0.00344
2042,0.00228,0.00337
2043,0.00225,0.00326
2044,0.00221,0.00313
2045,0.00216,0.00298
2046,0.00211,0.00283
2047,0.00205,0.00269
2048,0.00199,0.00257
2049,0.00194,0.00246
2050,0.00191,0.00236
2051,0.00187,0.00227
2052,0.00184,0.0022
2053,0.00184,0.00213
2054,0.00184,0.00207
2055,0.00187,0.00206
2056,0.00189,0.00207
2057,0.00191,0.00211
2058,0.00193,0.00216
2059,0.00196,0.00219
2060,0.00199,0.00223
2061,0.00203,0.00225
2062,0.00207,0.00226
2063,0.00212,0.00228
2064,0.00218,0.00231
2065,0.00223,0.00235
2066,0.00229,0.00244
2067,0.00233,0.00254
2068,0.00239,0.00266
2069,0.00248,0.00277
2070,0.00259,0.00291
2071,0.00268,0.00302
2072,0.00277,0.00313
2073,0.00286,0.00325
2074,0.00296,0.00338
2075,0.00307,0.0035
2076,0.00319,0.00357
2077,0.0033,0.00365
2078,0.00337,0.00372
2079,0.00345,0.00379
2080,0.00352,0.00385
2081,0.00359,0.0039
2082,0.00364,0.00396
2083,0.00369,0.00403
2084,0.00372,0.00408
2085,0.00377,0.00416
2086,0.00382,0.00422
2087,0.00387,0.00428
2088,0.00392,0.00432
2089,0.00397,0.00435
2090,0.00402,0.00435
2091,0.00405,0.00437
2092,0.00408,0.0044
2093,0.00411,0.00443
2094,0.00415,0.00448
2095,0.00418,0.00453
2096,0.00423,0.00458
2097,0.00426,0.00461
2098,0.00431,0.00463
2099,0.00435,0.00463
2100,0.0044,0.00462
2101,0.00446,0.00461
2102,0.00451,0.00463
2103,0.00455,0.00467
2104,0.00457,0.00469
2105,0.0046,0.00473
2106,0.0046,0.00474
2107,0.00462,0.00473
2108,0.00465,0.00473
2109,0.00468,0.00473
2110,0.00472,0.00474
2111,0.00475,0.00476
2112,0.00478,0.00478
2113,0.00479,0.00479
2114,0.0048,0.00479
2115,0.00483,0.0048
2116,0.00486,0.0048
2117,0.00489,0.00482
2118,0.00491,0.00484
2119,0.00492,0.00485
2120,0.00493,0.00487
2121,0.00496,0.0049
2122,0.00503,0.00494
2123,0.00506,0.00496
2124,0.0051,0.005
2125,0.00513,0.00503
2126,0.00517,0.00505
2127,0.00521,0.00506
2128,0.00525,0.00509
2129,0.00529,0.00511
2130,0.00534,0.00512
2131,0.00539,0.00513
2132,0.00543,0.00515
2133,0.00546,0.00517
2134,0.00548,0.00519
2135,0.00549,0.0052
2136,0.0055,0.00521
2137,0.0055,0.00523
2138,0.0055,0.00521
2139,0.0055,0.0052
2140,0.0055,0.00518
2141,0.0055,0.00515
2142,0.0055,0.00515
2143,0.0055,0.00517
2144,0.00551,0.00517
2145,0.00551,0.00514
2146,0.00551,0.0051
2147,0.00552,0.00507
2148,0.0055,0.00503
2149,0.00549,0.005
2150,0.00549,0.00497
2151,0.00547,0.00493
2152,0.00545,0.00493
2153,0.00544,0.00495
2154,0.00544,0.00495
2155,0.00544,0.00495
2156,0.00543,0.00493
2157,0.00542,0.00491
2158,0.00542,0.00492
2159,0.00541,0.00491
2160,0.00539,0.00488
2161,0.00538,0.00483
2162,0.00536,0.00479
2163,0.00537,0.00478
2164,0.00539,0.00477
2165,0.00542,0.00476
2166,0.00544,0.00476
2167,0.00548,0.00477
2168,0.00551,0.00478
2169,0.00553,0.00481
2170,0.00556,0.00485
2171,0.00558,0.00487
2172,0.00561,0.0049
2173,0.00562,0.0049
2174,0.00565,0.00492
2175,0.00564,0.0049
2176,0.00561,0.00487
2177,0.00556,0.00485
2178,0.00554,0.00486
2179,0.00551,0.00488
2180,0.0055,0.00491
2181,0.00548,0.00491
2182,0.00547,0.00493
2183,0.00547,0.00495
2184,0.00547,0.00497
2185,0.00546,0.00497
2186,0.00547,0.00496
2187,0.00551,0.00494
2188,0.00553,0.00492
2189,0.00554,0.0049
2190,0.00554,0.00488
2191,0.00553,0.00489
2192,0.00552,0.00488
2193,0.00552,0.00484
2194,0.00549,0.00476
2195,0.00545,0.00467
2196,0.00542,0.0046
2197,0.00538,0.00454
2198,0.00535,0.0045
2199,0.00536,0.00452
2200,0.00536,0.00456
2201,0.00538,0.00458
2202,0.00541,0.00465
2203,0.00544,0.00471
2204,0.00549,0.00474
2205,0.00554,0.00477
2206,0.0056,0.00483
2207,0.00563,0.00487
2208,0.00564,0.00492
2209,0.00566,0.00495
2210,0.00567,0.00497
2211,0.00566,0.00499
2212,0.00567,0.00499
2213,0.00566,0.00497
2214,0.00566,0.00497
2215,0.00568,0.00499
2216,0.00569,0.00499
2217,0.00568,0.00498
2218,0.00567,0.00498
2219,0.00565,0.00498
2220,0.00564,0.00497
2221,0.00563,0.00496
2222,0.00561,0.00495
2223,0.00559,0.00493
2224,0.00558,0.0049
2225,0.00556,0.00489
2226,0.00555,0.00486
2227,0.00554,0.00481
2228,0.00552,0.00475
2229,0.0055,0.0047
2230,0.00548,0.00469
2231,0.00545,0.00469
2232,0.00544,0.0047
2233,0.00542,0.00466
2234,0.0054,0.00463
2235,0.00537,0.0046
2236,0.00534,0.00456
2237,0.00531,0.00453
2238,0.00527,0.0045
2239,0.00523,0.00448
2240,0.00521,0.00444
2241,0.0052,0.00439
2242,0.00519,0.00435
2243,0.00519,0.00434
2244,0.00518,0.0043
2245,0.00515,0.00428
2246,0.00512,0.00431
2247,0.00509,0.00434
2248,0.00504,0.00434
2249,0.00501,0.00432
2250,0.00498,0.00427
2251,0.00494,0.00422
2252,0.00489,0.00419
2253,0.00486,0.0042
2254,0.00482,0.00418
2255,0.00476,0.00415
2256,0.00472,0.00412
2257,0.00469,0.00409
2258,0.00468,0.00404
2259,0.00464,0.00399
2260,0.00461,0.00398
2261,0.00458,0.00396
2262,0.00454,0.00393
2263,0.00449,0.00391
2264,0.00448,0.0039
2265,0.00445,0.00387
2266,0.00443,0.00384
2267,0.00444,0.00382
2268,0.00444,0.00383
2269,0.00444,0.00382
2270,0.00446,0.00379
2271,0.00447,0.0038
2272,0.00449,0.00381
2273,0.00448,0.00382
2274,0.00444,0.00384
2275,0.0044,0.00386
2276,0.00435,0.00387
2277,0.00428,0.00387
2278,0.00419,0.00384
2279,0.00413,0.0038
2280,0.00409,0.00376
2281,0.00408,0.00374
2282,0.00406,0.00373
2283,0.00406,0.00372
2284,0.00405,0.00371
2285,0.00402,0.00368
2286,0.00398,0.00362
2287,0.00394,0.00355
2288,0.00388,0.00349
2289,0.00382,0.00342
2290,0.00376,0.00337
2291,0.0037,0.00331
2292,0.00367,0.00325
2293,0.00364,0.00324
2294,0.00359,0.00323
2295,0.00358,0.00323
2296,0.00356,0.00327
2297,0.00356,0.00331
2298,0.00357,0.0033
2299,0.00356,0.00331
2300,0.00353,0.0033
2301,0.00354,0.00329
2302,0.00356,0.00333
2303,0.00358,0.00336
2304,0.00358,0.00338
2305,0.00357,0.00343
2306,0.00355,0.00348
2307,0.00353,0.00351
2308,0.00351,0.00354
2309,0.00346,0.00352
2310,0.00342,0.0035
2311,0.00336,0.00343
2312,0.00327,0.00333
2313,0.0032,0.00324
2314,0.00314,0.00317
2315,0.00307,0.0031
2316,0.00303,0.00308
2317,0.003,0.00311
2318,0.00298,0.00311
2319,0.00294,0.00309
2320,0.0029,0.00311
2321,0.00289,0.00312
2322,0.00288,0.00314
2323,0.00288,0.00315
2324,0.00291,0.00316
2325,0.00297,0.00316
2326,0.00301,0.00314
2327,0.00301,0.00316
2328,0.00297,0.00324
2329,0.00291,0.00329
2330,0.00285,0.00326
2331,0.00279,0.0032
2332,0.00275,0.00312
2333,0.00273,0.00302
2334,0.00269,0.0029
2335,0.00267,0.00283
2336,0.00263,0.00279
2337,0.00257,0.00274
2338,0.00252,0.00271
2339,0.00245,0.0027
2340,0.00239,0.00267
2341,0.00232,0.00262
2342,0.00225,0.00257
2343,0.0022,0.00255
2344,0.00214,0.00256
2345,0.00209,0.00253
2346,0.00206,0.00248
2347,0.00205,0.00243
2348,0.00205,0.0024
2349,0.00202,0.00237
2350,0.00202,0.00238
2351,0.00203,0.00242
2352,0.00202,0.00249
2353,0.00202,0.00261
2354,0.002,0.00267
2355,0.00201,0.00265
2356,0.00202,0.0026
2357,0.002,0.00257
2358,0.00198,0.00258
2359,0.00196,0.00261
2360,0.00193,0.00266
2361,0.0019,0.0027
2362,0.00189,0.00268
2363,0.00189,0.00257
2364,0.00189,0.00249
2365,0.00186,0.00247
2366,0.00174,0.00247
2367,0.0016,0.00248
2368,0.00153,0.00242
2369,0.00154,0.00228
2370,0.00152,0.00217
2371,0.00146,0.00211
2372,0.00143,0.00211
2373,0.00142,0.0021
2374,0.00139,0.00206
2375,0.00137,0.00203
2376,0.00137,0.00203
2377,0.0014,0.00207
2378,0.00139,0.00207
2379,0.00132,0.00209
2380,0.00127,0.00215
2381,0.00122,0.00218
2382,0.00118,0.00213
2383,0.00117,0.0021
2384,0.00118,0.00211
2385,0.00119,0.00211
2386,0.00118,0.00207
2387,0.00125,0.00206
2388,0.00131,0.00215
2389,0.0013,0.00227
2390,0.00128,0.00232
2391,0.00125,0.0023
2392,0.0012,0.00223
2393,0.00118,0.00223
2394,0.00118,0.00229
2395,0.00121,0.00233
2396,0.00124,0.00233
2397,0.0012,0.00228
2398,0.00119,0.00226
2399,0.0012,0.00233
2400,0.0012,0.00241
2401,0.00115,0.00241
2402,0.00108,0.00236
2403,9.95E-04,0.00222
2404,9.24E-04,0.00209
2405,9.02E-04,0.00206
2406,8.85E-04,0.00204
2407,8.55E-04,0.00202
2408,8.38E-04,0.00201
2409,8.18E-04,0.00195
2410,8.02E-04,0.00185
2411,8.11E-04,0.00178
2412,8.19E-04,0.0018
2413,8.13E-04,0.00184
2414,7.72E-04,0.00188
2415,7.42E-04,0.00192
2416,7.48E-04,0.00192
2417,7.51E-04,0.00191
2418,7.63E-04,0.0019
2419,7.52E-04,0.00192
2420,7.08E-04,0.00198
2421,7.08E-04,0.00202
2422,7.07E-04,0.00207
2423,6.79E-04,0.00219
2424,6.88E-04,0.00232
2425,6.84E-04,0.00224
2426,6.58E-04,0.002
2427,6.47E-04,0.00189
2428,6.23E-04,0.00181
2429,6.43E-04,0.00167
2430,6.86E-04,0.00163
2431,6.88E-04,0.00159
2432,6.82E-04,0.00152
2433,6.64E-04,0.00144
2434,6.47E-04,0.00141
2435,6.46E-04,0.0015
2436,6.88E-04,0.00162
2437,6.68E-04,0.00171
2438,6.27E-04,0.00182
2439,6.89E-04,0.0018
2440,6.63E-04,0.00175
2441,6.04E-04,0.00181
2442,6.08E-04,0.00187
2443,5.67E-04,0.00186
2444,5.48E-04,0.00181
2445,6.03E-04,0.0017
2446,6.02E-04,0.00161
2447,4.42E-04,0.00159
2448,3.67E-04,0.00146
2449,3.92E-04,0.00138
2450,3.67E-04,0.00142
2451,3.95E-04,0.00151
2452,4.13E-04,0.00163
2453,3.54E-04,0.00166
2454,2.69E-04,0.00159
2455,2.59E-04,0.00171
2456,3.06E-04,0.0018
2457,3.80E-04,0.0017
2458,5.36E-04,0.00173
2459,6.93E-04,0.00178
2460,6.76E-04,0.00183
2461,5.12E-04,0.00182
2462,3.44E-04,0.00167
2463,2.65E-04,0.00154
2464,2.76E-04,0.00158
2465,2.60E-04,0.00167
2466,1.95E-04,0.00162
2467,2.11E-04,0.00163
2468,2.70E-04,0.00175
2469,3.78E-04,0.00181
2470,3.92E-04,0.00183
2471,4.27E-04,0.00181
2472,5.23E-04,0.00172
2473,4.89E-04,0.00166
2474,3.99E-04,0.00171
2475,2.48E-04,0.00151
2476,1.28E-04,0.00114
2477,1.09E-04,9.43E-04
2478,2.09E-04,7.68E-04
2479,3.96E-04,6.36E-04
2480,4.81E-04,6.27E-04
2481,3.47E-04,5.60E-04
2482,2.65E-04,4.07E-04
2483,2.10E-04,2.74E-04
2484,1.57E-04,1.41E-04
2485,7.24E-05,1.66E-04
2486,7.54E-05,3.52E-04
2487,4.22E-05,6.04E-04
2488,0,8.49E-04
2489,3.23E-05,9.75E-04
2490,7.63E-05,0.00102
2491,1.08E-04,0.001
2492,2.17E-04,9.42E-04
2493,3.11E-04,7.35E-04
2494,3.51E-04,5.10E-04
2495,2.76E-04,4.65E-04
2496,2.70E-04,4.73E-04
2497,2.11E-04,4.94E-04
2498,1.92E-04,5.81E-04
2499,2.21E-04,4.71E-04
2500,2.51E-04,3.42E-04